DrawNo_From,DrawNo_Target,DrawIndex_Target,TargetDate,TargetDayType,DigitSum_P10,DigitSum_P90,Top1,Top2,Top3,Top4,Top5,ActualWinners,HitCount,Hits
4800,4801,4732,2022-01-04,Wednesday,11,25,2249,0297,4593,3007,0287,0008|0582|0608|1732|2636|2731|4086|4246|4351|4403|5259|5992|6852|6934|7012|7377|7733|8293|8592|9080|9412|9801|9861,0,
4801,4802,4733,2022-01-07,Saturday,11,25,3556,2948,8794,2848,3948,0826|2233|2314|2366|3719|4345|4540|5065|5220|5943|6393|6494|6556|7152|7470|7843|7890|8081|8586|8722|8734|9698,0,
4802,4803,4734,2022-01-08,Sunday,10,25,2383,3007,1400,0776,2306,0220|0547|0901|1372|1464|1485|2262|2695|2780|2825|3313|3794|4452|5919|6429|6709|6967|7601|8114|8839|9002|9290|9736,0,
4803,4804,4735,2022-01-11,Wednesday,11,25,4951,2128,7518,2129,2341,0134|0149|0175|0198|0339|0455|0769|0874|1956|2332|2548|3195|3287|5365|5398|5426|5852|7822|8555|8761|9041|9087|9834,0,
4804,4805,4736,2022-01-14,Saturday,11,25,8374,2171,1172,3171,2151,0211|0723|0820|1177|1673|1823|2089|2433|2829|3065|3844|3978|4311|4332|5726|6483|7686|8518|8885|8899|9142|9507|9777,0,
4805,4806,4737,2022-01-15,Sunday,10,25,2349,3152,1232,3232,0152,0882|1143|1432|3245|3648|4002|4163|4372|4746|4880|5016|5334|5606|5819|6101|6717|7475|7544|7566|7975|9126|9780|9849,0,
4806,4807,4738,2022-01-18,Wednesday,11,25,0676,1007,4294,2007,2108,0434|1578|1597|1692|2151|2641|3280|3838|3900|4607|4613|4700|6266|6498|6581|6651|6751|8378|8444|8577|9143|9324|9773,0,
4807,4808,4739,2022-01-21,Saturday,11,25,3547,3584,3098,1514,0514,0332|0384|0513|1000|1008|1087|1754|2036|2544|3967|4024|4200|4969|4983|5581|5598|6295|6329|6444|7534|8499|8715|9558,0,
4808,4809,4740,2022-01-22,Sunday,10,25,2367,1673,6173,0673,2673,0190|0455|0505|0669|2756|2953|3816|4762|5074|6246|6430|6479|6660|6914|7018|7026|7140|8340|8829|8880|9282|9582|9823,0,
4809,4810,4741,2022-01-25,Wednesday,11,25,4931,3331,5507,2201,3101,0712|2882|3051|3158|3761|4203|4206|5344|6229|6498|6603|7104|7444|7615|7716|7889|7993|8596|8887|9059|9185|9460|9480,0,
4810,4811,4742,2022-01-28,Saturday,11,25,3547,2584,6402,1402,0885,0437|0763|1147|1725|2227|3690|3712|3916|4245|4334|4614|4932|5117|5201|5215|6010|6975|7481|8305|8475|9083|9203|9891,0,
4811,4812,4743,2022-01-29,Sunday,10,25,2349,0648,7852,0730,1643,0151|1033|1644|1859|2161|2323|3031|3949|3993|4850|4864|6208|7138|7176|7345|7508|8158|8255|8874|8980|9255|9339|9765,0,
4812,4813,4744,2022-02-01,Wednesday,11,25,1038,4951,5301,3128,0128,0217|1047|1403|1669|2105|3034|3277|3689|3740|4114|4609|4636|5064|5254|5733|6729|6998|7358|7591|8570|9215|9340|9768,0,
4813,4814,4745,2022-02-04,Saturday,11,25,3743,3746,1957,1746,0746,0438|0673|0901|1026|1381|1864|2208|2213|2761|3321|4048|4110|5186|5604|5728|6500|7777|8325|8918|9172|9633|9734|9870,0,
4814,4815,4746,2022-02-05,Sunday,10,25,2356,0220,8105,0141,1641,0234|0488|1179|1413|2442|2708|2876|3288|3853|4938|5082|5301|5566|6349|6601|6903|7213|7912|8368|8632|8726|8827|9912,0,
4815,4816,4747,2022-02-08,Wednesday,11,25,4641,3330,9330,3205,3204,0087|1038|1571|1615|1826|2586|3401|3594|4279|5676|6042|6071|6103|6225|6309|6425|6584|6651|7112|7514|7624|8386|8680,0,
4816,4817,4748,2022-02-11,Saturday,11,25,8332,2130,8038,3048,3038,0678|0914|1044|1392|2624|2919|3879|4025|4046|4183|4187|5903|6074|6530|6728|6997|7618|7624|8435|8803|9180|9214|9586,0,
4817,4818,4749,2022-02-12,Sunday,10,25,2349,2513,3360,3954,7513,0810|0845|1537|1647|1999|2372|2520|2924|3421|3854|4157|5262|5296|5890|5914|6719|7481|7773|8083|8103|8465|8960|9191,0,
4818,4819,4750,2022-02-15,Wednesday,11,25,9231,3224,0865,3234,1234,0021|0081|2119|2399|2594|3034|3193|3467|3611|3736|3888|3958|5537|5875|5925|6006|6349|7611|7894|8399|8706|9571|9748,0,
4819,4820,4751,2022-02-18,Saturday,11,25,8342,1756,5395,1857,0856,0057|0145|0265|0672|1338|2608|2656|3095|3162|3174|3451|3531|4478|4768|4994|6124|6229|7649|8511|8887|9262|9321|9410,0,
4820,4821,4752,2022-02-19,Sunday,10,25,2349,1283,9047,2454,3284,0505|0520|0598|0695|1494|2666|3289|3324|3401|3572|3789|3914|4078|5264|5848|6673|7727|8800|9120|9213|9310|9358|9509,0,
4821,4822,4753,2022-02-22,Wednesday,11,25,4932,1303,0552,1023,1331,0111|0458|1031|1842|2482|2848|2962|3186|3490|4333|4964|4992|5695|6119|6594|7187|8166|8741|9204|9560|9794|9831|9884,0,
4822,4823,4754,2022-02-25,Saturday,11,25,9132,1100,8728,3372,3472,0273|0326|0871|2100|2393|2491|2622|3189|4513|5053|5220|5627|6096|6345|6551|7718|7913|7960|8262|8779|9619|9626|9765,0,
4823,4824,4755,2022-02-26,Sunday,10,25,7432,3165,7402,0163,0156,0047|0764|1003|1759|1968|1989|2650|2721|3478|5080|6102|6280|6383|6833|6944|7396|7615|7890|7926|8078|8601|9324|9916,0,
4824,4825,4756,2022-03-01,Wednesday,11,25,2931,0039,4792,1019,0019,0554|0689|1191|1215|1227|1455|1524|1558|1797|2015|3787|4927|5270|5573|6841|7304|7585|7656|8022|8235|8571|9327|9842,0,
4825,4826,4757,2022-03-04,Saturday,11,25,7523,0736,7513,3635,3625,0752|0769|0793|1132|3118|3743|4587|4607|4622|4913|5717|5848|5895|6061|6459|7051|7146|7204|7224|8282|8934|9685|9896,0,
4826,4827,4758,2022-03-05,Sunday,10,25,2349,2001,4503,0739,2739,0740|1363|2125|2308|2314|2429|2778|2894|3027|3678|3812|3999|5433|6466|6479|6572|6642|6724|6729|6803|7668|8476|9701,0,
4827,4828,4759,2022-03-08,Wednesday,11,25,7631,3134,4563,3136,3025,0421|0859|1498|1972|1975|3003|3140|3841|3955|4812|5144|5456|5554|5722|6423|6433|7127|7585|7847|8474|9170|9781|9854,0,
4828,4829,4760,2022-03-11,Saturday,11,25,3547,2534,3871,0534,2463,0076|0318|0473|0530|1284|2346|2382|3241|3714|3855|4049|4418|4743|5999|6221|7490|7859|8243|9036|9087|9113|9168|9246,0,
4829,4830,4761,2022-03-12,Sunday,10,25,2383,2535,8936,0979,1179,0380|1123|1632|2443|2608|3397|3424|4013|4141|4223|4767|5485|6099|6413|7730|7737|7808|8171|8826|8858|8890|9086|9513,0,
4830,4831,4762,2022-03-15,Wednesday,11,25,7611,0200,9471,0123,0113,0074|0131|2694|2896|3947|3991|3995|4130|4244|4732|6364|6541|7445|7567|7625|7753|8096|8360|9126|9249|9547|9621|9643,0,
4831,4832,4763,2022-03-18,Saturday,11,25,3556,2443,9847,2625,2325,0966|1245|1924|2270|2313|2910|3199|3581|3926|4265|4372|4492|4649|4863|5000|5452|6404|6513|6807|6845|6947|7312|8085,0,
4832,4833,4764,2022-03-19,Sunday,10,25,0289,3298,7406,1433,1436,0055|0585|0614|0860|1049|1570|1634|2556|3181|3997|4635|4651|4771|5050|6049|6110|6223|6477|6892|7489|8483|8484|8630,0,
4833,4834,4765,2022-03-22,Wednesday,11,25,9204,1119,0348,1118,1019,0829|0895|1174|1583|3296|3519|3845|4131|4447|5198|5305|5353|5513|5809|6363|6766|7115|7839|8658|9172|9250|9294|9963,0,
4834,4835,4766,2022-03-25,Saturday,11,25,3547,1452,7472,1562,0452,0660|0828|1239|1955|3188|3496|3934|4102|4614|4679|4839|4953|5043|6603|6812|6957|7006|7275|7607|7651|7959|8718|9958,0,
4835,4836,4767,2022-03-26,Sunday,10,25,2349,2952,3394,3253,3354,1099|1478|1530|1595|2384|2432|3225|3442|3662|4066|4975|5390|5590|5787|6169|6197|6580|6891|8652|8871|9371|9703|9768,0,
4836,4837,4768,2022-03-29,Wednesday,11,25,7625,0130,0149,0131,0330,0986|1275|1443|1483|1740|1850|2752|3192|3626|3647|4590|4719|4828|4956|6157|6477|6839|7682|7957|8425|8730|9220|9968,0,
4837,4838,4769,2022-04-01,Saturday,11,25,3547,2483,2916,1817,3998,0079|0123|1041|1353|2506|2795|3303|3809|4722|5051|5117|5345|5522|6104|6368|6741|6766|6831|7088|8179|8820|8967|9220,0,
4838,4839,4770,2022-04-02,Sunday,10,25,0289,3424,5224,1749,1716,0112|0155|0170|1927|2585|2611|2689|2761|2864|4707|5169|6122|6177|6219|7701|8108|8206|8279|8889|8903|9128|9295|9946,0,
4839,4840,4771,2022-04-05,Wednesday,11,25,4904,1330,6008,1037,1030,0507|1617|1737|1751|1971|2939|3626|3817|4773|5287|5334|5620|5850|6647|6981|7011|7043|7246|7725|8595|8693|9645,0,
4840,4841,4772,2022-04-08,Saturday,11,25,8342,0049,9749,3249,3342,0603|0705|0905|1086|1132|1918|3308|3850|4604|5548|5771|6366|6527|6556|6718|6743|6749|6997|7228|7294|8426|8483|8814,0,
4841,4842,4773,2022-04-09,Sunday,10,25,2349,2285,1886,1680,2789,0136|0167|0506|0812|2544|2546|3875|5411|5723|6048|6137|6766|7790|7873|7917|8043|8232|8681|8804|8945|9690|9946|9987,0,
4842,4843,4774,2022-04-12,Wednesday,11,25,6219,1232,7114,3124,3114,0036|1077|1679|1753|2077|2335|2603|3387|4271|4441|4576|4681|4922|5279|6038|6715|7487|7564|7929|8899|9654|9657|9749,0,
4843,4844,4775,2022-04-15,Saturday,11,25,3543,3019,9141,0019,1009,0512|1470|1517|2068|2271|2493|3593|3694|4080|4624|4921|5582|6062|6137|6453|7347|7605|7873|8841|9578|9779|9829|9967,0,
4844,4845,4776,2022-04-16,Sunday,10,25,2389,1607,1230,0396,3607,0136|0866|1434|1523|1719|2502|2913|3000|3143|3169|3624|3671|3965|4322|4423|4563|4706|5532|5837|5840|8745|8819|9709,0,
4845,4846,4777,2022-04-19,Wednesday,11,25,1120,9231,1563,3220,1220,0654|0754|1358|1847|1899|2126|2162|2560|2962|2966|3270|3734|3745|5381|5406|6015|6258|7347|7539|8244|9023|9153|9841,0,
4846,4847,4778,2022-04-22,Saturday,11,25,8323,2281,2067,0483,3281,0211|0463|0557|1120|2371|2684|3355|3767|3876|3906|4925|4974|5102|5943|6179|6496|6541|6987|7218|7796|8136|8525|9483,0,
4847,4848,4779,2022-04-23,Sunday,10,25,0189,1270,9050,1170,1052,0467|0552|1492|1510|1631|2368|3990|4175|4633|4780|5931|6115|6149|6177|7006|8076|8249|8267|8534|8590|8831|9102|9344,0,
4848,4849,4780,2022-04-26,Wednesday,11,25,4941,1327,6328,1316,1326,0020|0207|0696|0930|1117|1806|2778|2842|3818|4022|4203|4311|4421|5813|5964|6786|6855|6956|7431|8014|8553|8647|8988,0,
4849,4850,4781,2022-04-29,Saturday,11,25,8342,1655,6950,2767,0655,0563|1793|2387|2449|2451|2700|2815|2958|3257|3511|3654|5010|5121|5475|5641|5989|6201|6232|6598|6820|7837|9071,0,
4850,4851,4782,2022-04-30,Sunday,10,25,6326,1946,1240,1876,1236,0031|0058|1403|1642|1889|1941|2506|2675|3971|4139|4478|4712|5292|5802|6189|6571|6593|7057|7737|8039|8604|9372|9926,0,
4851,4852,4783,2022-05-03,Wednesday,11,25,9804,3020,1553,1017,2320,0588|1050|1635|2257|2547|2823|2828|3198|3291|3524|3749|4565|4657|6123|6300|6624|7202|7513|7923|7930|7994|8944|9284,0,
4852,4853,4784,2022-05-06,Saturday,11,25,3543,0261,0845,1261,0958,0139|0210|0614|0906|1751|1942|1992|2586|2911|3192|3925|4107|4116|5593|6223|7180|7269|7273|7392|7612|7924|8732|9962,0,
4853,4854,4785,2022-05-07,Sunday,10,25,2349,1728,9095,3728,0728,0687|1094|1481|1670|1746|1876|2110|3208|4327|5255|5939|5948|6178|6338|6587|6998|8182|8216|8630|8946|9156|9501|9866,0,
4854,4855,4786,2022-05-10,Wednesday,11,25,4911,3308,4994,3318,1318,0298|0745|1125|1629|1797|1846|3195|3286|3464|5349|5536|5633|6024|6315|6558|7222|8410|8742|9028|9254|9294|9645|9794,0,
4855,4856,4787,2022-05-13,Saturday,11,25,3743,0140,0761,1432,2140,1181|1353|2737|2968|3913|4205|4788|4846|4996|5426|6163|6468|6554|6780|7533|8044|8058|8685|9006|9348|9700|9842|9890,0,
4856,4857,4788,2022-05-14,Sunday,10,25,2349,4903,2809,3671,1670,1388|1638|2946|3593|3917|3959|4403|4819|4902|5255|5318|5563|6370|6748|6849|6892|7218|7360|7766|8637|9071|9085|9253,0,
4857,4858,4789,2022-05-17,Wednesday,11,25,9204,2011,9471,2012,2231,0644|1310|1638|1722|1780|2696|2853|2865|2953|3643|4073|4644|5117|5175|5604|6552|6692|7482|7676|7961|8276|8479|9322,0,
4858,4859,4790,2022-05-20,Saturday,11,25,8343,1423,0739,3423,3433,0762|0766|0995|1830|1882|2719|2771|2968|3090|3642|3716|5165|5584|6347|6969|7095|7734|8298|8462|8865|9389|9531|9731,0,
4859,4860,4791,2022-05-21,Sunday,10,25,2349,2668,3432,2484,2657,0377|1100|1457|1637|2352|3541|3715|4348|4880|5523|5651|5754|6277|6649|6800|6973|7314|7339|8009|8129|9712|9761|9990,0,
4860,4861,4792,2022-05-24,Wednesday,11,25,7625,3132,9886,1134,3124,0353|0644|1266|1376|1815|1913|1989|2091|2812|3695|3756|5227|5856|6086|6601|6847|7613|8297|8780|8795|9277|9564|9759,0,
4861,4862,4793,2022-05-27,Saturday,11,25,8343,1877,5735,0777,3988,0046|0723|1170|1215|1423|2220|3174|3562|3640|5484|5628|6882|7524|7702|7954|7984|8226|8229|8750|8823|9829|9948|9957,0,
4862,4863,4794,2022-05-28,Sunday,10,25,2349,0507,5513,0567,2503,0145|0384|0539|0675|0802|1160|1538|1556|2463|2655|3451|3774|5350|5433|5493|5661|5821|6552|6876|7996|8064|8518|9995,0,
4863,4864,4795,2022-05-31,Wednesday,11,25,9241,3221,3352,3231,3338,0816|1067|2101|2258|2907|2982|4316|5148|5212|5227|5374|5714|6381|6534|6796|6939|7536|7552|8341|8979|9275|9304|9692,0,
4864,4865,4796,2022-06-03,Saturday,11,25,8343,1645,7393,3695,3655,0026|0425|0993|1348|1887|2078|2081|2108|2587|3430|3716|4069|4781|5375|6619|6844|7371|7947|8227|8529|8630|8954|9531,0,
4865,4866,4797,2022-06-04,Sunday,10,25,2356,2581,5573,3593,2583,0143|0186|0628|0878|1596|3180|3216|3366|3975|4032|4100|4323|5274|5396|5737|6064|6562|7272|7932|7940|8016|9345|9879,0,
4866,4867,4798,2022-06-07,Wednesday,11,25,2101,9241,6507,2002,2001,0083|0129|0154|0170|0852|2814|2884|3078|3813|4162|4501|5085|5327|5496|5542|5658|5839|5965|6306|6719|6829|8588|9361,0,
4867,4868,4799,2022-06-10,Saturday,11,25,8343,2504,8168,2403,3504,0071|0726|1636|1664|2791|3498|3589|3801|4265|4319|4567|4770|5333|5434|6053|6192|6358|6375|6874|7887|8154|8354|8763,0,
4868,4869,4800,2022-06-11,Sunday,10,25,3609,3914,1747,3196,3106,0121|0403|0572|0784|1004|1798|2611|2685|3360|4126|4184|4974|5070|5132|5611|5855|6227|7336|7428|8112|8901|9166|9597,0,
4869,4870,4801,2022-06-14,Wednesday,11,25,1941,1039,1960,1339,1038,0133|0799|0839|1403|1589|2098|2356|2424|2582|2794|3253|3345|3546|4746|4772|5241|5742|7423|8284|8727|9725|9894|9959,0,
4870,4871,4802,2022-06-17,Saturday,11,25,3543,0039,5835,1008,1009,0375|0507|0534|0889|0969|1065|2146|2479|2485|2830|4327|4388|4514|4603|5009|6731|6944|6990|7077|7782|9106|9413|9897,0,
4871,4872,4803,2022-06-18,Sunday,10,25,2349,0627,5614,3714,3814,0374|0462|0593|0813|1650|2311|2353|2604|2898|3035|3768|4831|6416|6548|6895|7163|7340|7951|8117|9295|9410|9621|9886,0,
4872,4873,4804,2022-06-21,Wednesday,11,25,9241,0308,7272,3229,3226,1500|1545|2528|2944|3020|3109|3956|4230|4545|4966|5274|5482|5528|5706|6046|6603|6665|6897|7736|7971|8251|8894|8940,0,
4873,4874,4805,2022-06-24,Saturday,11,25,3543,3877,4724,1977,2987,0372|0645|1311|1330|1342|1854|2417|2543|2721|3085|3107|3124|3280|4027|4704|4994|5295|5456|7529|8127|8554|9019|9844,0,
4874,4875,4806,2022-06-25,Sunday,10,25,3932,1003,5341,0121,2904,0015|0408|0581|0786|2269|2687|3005|3095|3230|3567|4029|4537|4544|6147|6263|6373|6611|7387|7856|8092|8111|9773|9879,0,
4875,4876,4807,2022-06-28,Wednesday,11,25,3114,7611,7673,3104,3113,0423|1096|1318|1358|1368|1536|1614|1647|1845|1868|2048|2073|2927|3418|3969|6467|7646|7930|8111|8997|9112|9244,0,
4876,4877,4808,2022-07-01,Saturday,11,25,3543,3645,4684,3251,3584,0028|0043|0933|1516|1893|2252|2665|2910|3650|3737|3765|4040|4861|5719|5846|5956|6729|7432|7512|7532|7844|8936|9168,0,
4877,4878,4809,2022-07-02,Sunday,10,25,2349,0371,4472,3472,2381,0501|0777|1566|1589|2308|2774|3299|4233|4731|5182|5785|5882|6251|6534|6797|7162|7241|7781|7902|7903|8789|9456|9974,0,
4878,4879,4810,2022-07-05,Wednesday,11,25,7611,0031,2663,0030,0039,0576|0600|0916|0969|2694|3073|3174|3965|4933|5022|5829|5924|6032|6134|6208|6430|6537|6626|7287|7862|8612|9575|9820,0,
4879,4880,4811,2022-07-08,Saturday,11,25,6942,3948,8536,2846,0948,0837|0838|0839|0943|0973|1070|1294|1702|2149|2158|3528|3703|4476|4626|4776|4942|5365|5711|6789|7235|7960|8087|8454,0,
4880,4881,4812,2022-07-09,Sunday,10,25,2832,1696,5362,3751,3752,0878|0992|1369|2799|2898|3128|3950|4272|4686|4815|4854|5241|5685|5927|6408|7252|7412|7556|7561|7837|8285|9731|9811,0,
4881,4882,4813,2022-07-12,Wednesday,11,25,3224,7611,7426,3204,1204,0759|0876|1171|1203|2236|2270|2316|2406|2426|2723|2950|3165|4064|5556|5698|6327|6659|7205|7342|7588|7997|8447|8934,0,
4882,4883,4814,2022-07-15,Saturday,11,25,3543,2493,0540,1695,0694,0079|0111|0222|0303|1065|1471|1723|2183|2631|3918|4027|4098|4868|4958|5244|5654|6043|6158|6435|7041|7425|7920|8573,0,
4883,4884,4815,2022-07-16,Sunday,10,25,0189,3560,9694,1560,3462,0286|1173|1284|1359|2510|3910|4011|4827|5345|5670|5748|5876|5935|6064|6747|7055|7592|7615|7848|7947|8272|8766|9303,0,
4884,4885,4816,2022-07-19,Wednesday,11,25,3206,9241,8704,1308,2038,0892|0970|1136|1714|2186|2335|2968|3147|3957|4350|5306|5809|6258|6495|6583|7171|7553|7788|8685|8735|8885|9303|9856,0,
4885,4886,4817,2022-07-22,Saturday,11,25,4941,3099,3109,0099,3089,0014|0156|0594|1432|1789|2141|2261|2381|2407|2898|3307|4233|4352|4616|5287|5588|6073|6126|6788|7486|7566|8558|9614,0,
4886,4887,4818,2022-07-23,Sunday,10,25,2399,3920,9270,1920,1910,0976|1237|1302|1417|2169|2427|2536|2537|3074|3218|3389|3521|3581|3919|4194|5425|5629|6823|8826|9046|9049|9197|9750,0,
4887,4888,4819,2022-07-26,Wednesday,11,25,9244,0229,8331,3212,0224,0431|0762|1465|1492|1515|2993|3103|3849|4078|4126|5971|6231|6233|6715|7553|7584|7835|7913|8644|8862|9058|9266|9553,0,
4888,4889,4820,2022-07-29,Saturday,11,25,4932,2978,9735,0867,3978,0741|1261|1858|1920|2400|2412|2622|2985|3450|3784|4201|4987|5873|6667|6753|7591|7622|7892|8642|8839|9149|9655|9937,0,
4889,4890,4821,2022-07-30,Sunday,10,25,2389,2900,4383,2080,2980,0356|0466|1597|2080|2273|3445|3563|3681|4181|4917|5048|6731|6754|6774|6800|7741|7885|8026|8423|8636|9457|9653|9744,1,2080
4890,4891,4822,2022-08-02,Wednesday,11,25,9241,1619,1663,0719,1819,0006|0307|0518|0829|1678|2362|3288|3451|3766|3920|3982|4085|4526|4711|5065|5487|6353|7495|7671|7994|8616|8935|9063,0,
4891,4892,4823,2022-08-05,Saturday,11,25,1932,1261,6106,2161,2362,1057|1118|1849|1860|1973|1974|2269|2376|2516|3634|3784|3959|4466|4498|4572|4709|5047|6196|6398|6937|7680|8815|9307,0,
4892,4893,4824,2022-08-06,Sunday,10,25,2349,2540,7462,0469,0462,0114|2100|2197|2225|2288|3311|3352|3938|4535|5065|5083|5603|6158|6314|7579|8597|8826|9029|9118|9743|9824|9901|9961,0,
4893,4894,4825,2022-08-09,Wednesday,11,25,6247,0014,3372,2707,0727,0784|1442|2086|2179|2329|2795|3061|3399|3521|3705|4690|5458|5470|5500|5594|5648|5961|6157|6714|6844|7023|9395|9414,0,
4894,4895,4826,2022-08-12,Saturday,11,25,8342,3291,5093,2403,2413,0097|0198|1118|1591|2070|2192|2237|2489|2843|3545|3579|4469|4745|4761|4825|5951|6206|6372|6669|7820|8567|9365|9675,0,
4895,4896,4827,2022-08-13,Sunday,10,25,0289,1298,7398,2298,2280,0097|0136|1856|1901|1969|2184|2976|3152|3629|3788|4153|5416|5434|5685|6207|6461|6807|6873|6929|7459|7879|8797|9574,0,
4896,4897,4828,2022-08-16,Wednesday,11,25,7651,1831,3895,3810,1830,0260|1100|1127|1389|1416|1811|2434|3531|4354|4830|4915|5667|5914|6158|6262|6654|7417|7802|8448|9303|9310|9460,0,
4897,4898,4829,2022-08-19,Saturday,11,25,3547,3756,6284,0656,3655,0264|0477|0837|1985|2327|2821|3282|3528|3999|4007|4154|4319|4986|5292|5452|6690|7935|8130|8599|8742|8946|8976|9719,0,
4898,4899,4830,2022-08-20,Sunday,10,25,7432,2384,6677,2374,0398,0016|0029|0386|0409|1505|1689|2567|3754|3882|4788|5045|5276|6857|6858|6955|6969|7422|7859|8545|8693|8769|8874|9492,0,
4899,4900,4831,2022-08-23,Wednesday,11,25,0230,7641,4895,1230,3012,0444|1894|2399|2475|2741|3243|3581|4444|4480|4934|5143|5476|5876|6654|7137|7219|7455|7825|7844|8448|8890|9368|9454,0,
4900,4901,4832,2022-08-26,Saturday,11,25,3547,3776,6510,0101,3876,0749|0909|0911|0966|1069|1931|2268|2807|2832|4134|4686|4947|6213|6381|6612|6630|6754|7237|7737|7909|8716|8855|9043,0,
4901,4902,4833,2022-08-27,Sunday,10,25,2349,4174,3900,1240,1340,0253|0545|1836|2315|2700|2784|2865|3265|3449|3974|4381|4802|6174|7220|7274|7795|7988|8567|8794|8903|9220|9464|9866,0,
4902,4903,4834,2022-08-30,Wednesday,11,25,7641,0223,5451,2225,3304,0039|0250|0926|1917|2614|2880|2921|3428|4046|4070|4303|4648|4888|5625|6561|6963|7065|7322|7699|8071|8104|8814|8847,0,
4903,4904,4835,2022-09-02,Saturday,11,25,4942,1261,2010,1362,2362,0481|1560|1951|2629|2817|2976|3264|4029|4405|4503|4526|4708|5263|5538|5998|7138|7306|8374|8544|9109|9263|9408|9901,0,
4904,4905,4836,2022-09-03,Sunday,10,25,2349,3415,3394,3324,0324,0515|0618|1021|3531|3561|3874|4183|4463|4973|4998|5210|6235|6882|7807|7974|7984|7986|8485|8766|9242|9671|9682|9697,0,
4905,4906,4837,2022-09-06,Wednesday,11,25,7626,1304,4663,2309,2009,0175|0637|0743|1708|1891|2510|3550|4054|4845|5248|5733|6046|6297|6627|6658|7022|7293|7487|7946|8314|9046|9520|9953,0,
4906,4907,4838,2022-09-09,Saturday,11,25,3543,2170,4067,2070,2190,0146|0178|0364|0574|1100|1129|1844|1851|3235|3457|3571|3737|4311|4359|4937|5155|5409|5470|5944|6671|8231|8255|8853,0,
4907,4908,4839,2022-09-10,Sunday,10,25,6162,1019,1040,3866,3240,0031|0069|1078|1234|1338|1478|1590|1723|2216|2369|2818|3559|4172|4877|6001|6032|6895|7128|7218|7840|8719|9217|9958,0,
4908,4909,4840,2022-09-13,Wednesday,11,25,9811,3129,8924,3119,3128,0549|1263|1664|2061|2186|2389|2597|3975|4387|4664|4761|5557|5595|5608|6379|6668|7557|7645|8185|8738|9112|9732,0,
4909,4910,4841,2022-09-16,Saturday,11,25,4947,1493,0927,2493,1694,0207|0589|1103|1151|2886|3113|3236|3523|3526|3660|3772|3912|4482|5151|6582|8021|8200|8307|8406|8472|8946|8983|9324,0,
4910,4911,4842,2022-09-17,Sunday,10,25,2389,3869,1092,3879,1869,0869|0946|1605|1614|1800|1859|1970|2015|2192|2352|3756|4108|5162|5649|5788|5821|6485|7965|8749|8848|9161|9679|9839,0,
4911,4912,4843,2022-09-20,Wednesday,11,25,3212,4904,5704,1112,3002,0326|1093|1760|2407|2737|2748|3536|3802|3973|4423|4906|5145|5237|5300|5614|6974|7106|7315|7957|8910|9273|9350|9369,0,
4912,4913,4844,2022-09-23,Saturday,11,25,4911,1362,7401,0149,3958,0206|0790|0892|0996|2344|2381|2506|2867|3436|3461|3807|4833|5018|5215|5582|5594|5743|6015|7213|7545|7679|8384|9768,0,
4913,4914,4845,2022-09-24,Sunday,10,25,2349,0449,0739,3439,0439,0245|0311|0448|0599|0744|0774|0934|0995|1198|1258|2115|2670|2699|3056|3550|3567|3964|7224|8719|8948|9671|9750|9838,0,
4914,4915,4846,2022-09-27,Wednesday,11,25,9244,1027,1052,1022,3039,0987|1730|2327|2525|2860|4338|4437|4743|4872|5053|5233|5743|5918|6031|6123|6230|6625|7018|7625|7699|7740|8568|9950,0,
4915,4916,4847,2022-09-30,Saturday,11,25,3543,0039,4289,2059,1059,0627|1434|1435|1563|1844|1864|2299|2539|3225|4782|5065|5348|5349|6033|7136|8182|8235|9067|9151|9283|9290|9333|9706,0,
4916,4917,4848,2022-10-01,Sunday,10,25,2349,3512,0769,1168,2612,1084|1337|1559|1669|1984|2403|2656|2865|3063|3280|4666|4908|6706|6882|7508|7593|8036|8448|8739|9026|9120|9134|9943,0,
4917,4918,4849,2022-10-04,Wednesday,11,25,9244,0330,6943,2012,0335,0429|0857|1168|1206|1779|1867|1921|2209|2255|2871|2942|3343|3552|3783|4348|4371|4679|5667|6549|6768|8212|9292|9748,0,
4918,4919,4850,2022-10-07,Saturday,11,25,7523,1392,1398,1393,0593,1431|1448|1528|1800|2243|2574|2725|3158|3397|3585|3704|4476|5092|5322|7165|7617|8139|8566|8634|8693|8877|8959|9532,0,
4919,4920,4851,2022-10-08,Sunday,10,25,0945,1686,1872,1876,1886,1049|1148|1537|2632|2659|2804|3179|3455|3710|3761|3933|4045|4721|5370|5869|6470|6721|8607|8723|9068|9124|9546|9718,0,
4920,4921,4852,2022-10-11,Wednesday,11,25,2925,2106,4807,0029,0329,0174|0483|0518|0635|1072|2425|2777|3039|3201|4179|4393|4925|5230|6419|6564|6723|6726|6828|7020|7079|8045|9219,0,
4921,4922,4853,2022-10-14,Saturday,11,25,3536,2918,2068,3129,0038,0390|0575|1008|1160|1603|1745|2138|3125|3161|3669|3908|4142|5562|5960|6314|6969|7133|7756|8015|8977|9082|9211|9602,0,
4922,4923,4854,2022-10-15,Sunday,10,25,2349,0168,6384,2521,0128,0395|0511|0602|1660|1712|2293|2364|3285|3799|3868|4291|5108|5822|5910|6497|6563|6718|6977|8123|8586|8708|8950|9795,0,
